"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text1","Input.text2","Answer.semantic-similarity.label","Approve","Reject"
"3CVBMEMMXAF66I9TELEDNNRSEAIH73","3QMCR5SRRUUFCQ5IL944JRO9KYP4GG","How likely are the two texts from the same book?","If you had to guess, how likely is it that the two quotes came from the same book?","meaning, semantic, similarity, text","$0.25","Tue Jan 21 22:16:43 PST 2020","6","BatchId:3897653;OriginalHitTemplateId:928390905;","600","259200","Tue Jan 28 22:16:43 PST 2020","","","38JBBYETQO90P5Y1COD2NS6Q1KGE4H","A1HZXKVQSWNKRA","Submitted","Tue Jan 21 22:27:24 PST 2020","Tue Jan 21 22:28:12 PST 2020","Fri Jan 24 22:28:12 PST 2020","","","","48","0% (0/0)","0% (0/0)","0% (0/0)","From that time on the parish priest began to show the signs of senaility that would lead him to say years later that the devil had probably won his rebellion against God, and that he was the one who sat on the heavenly throne, without revealing his true identity in order to trap the unwary. ","Arcadio took her by the waist with his tremendous hereditary strength and he felt the world disappear with the contact of her skin.","4"
"3CVBMEMMXAF66I9TELEDNNRSEAIH73","3QMCR5SRRUUFCQ5IL944JRO9KYP4GG","How likely are the two texts from the same book?","If you had to guess, how likely is it that the two quotes came from the same book?","meaning, semantic, similarity, text","$0.25","Tue Jan 21 22:16:43 PST 2020","6","BatchId:3897653;OriginalHitTemplateId:928390905;","600","259200","Tue Jan 28 22:16:43 PST 2020","","","3JPSL1DZ5SYJL0RVEOQCQIMZ7MCANC","A3P04JZJNOYILR","Submitted","Tue Jan 21 22:31:36 PST 2020","Tue Jan 21 22:33:15 PST 2020","Fri Jan 24 22:33:15 PST 2020","","","","99","0% (0/0)","0% (0/0)","0% (0/0)","From that time on the parish priest began to show the signs of senaility that would lead him to say years later that the devil had probably won his rebellion against God, and that he was the one who sat on the heavenly throne, without revealing his true identity in order to trap the unwary. ","Arcadio took her by the waist with his tremendous hereditary strength and he felt the world disappear with the contact of her skin.","1 - no"
"3CVBMEMMXAF66I9TELEDNNRSEAIH73","3QMCR5SRRUUFCQ5IL944JRO9KYP4GG","How likely are the two texts from the same book?","If you had to guess, how likely is it that the two quotes came from the same book?","meaning, semantic, similarity, text","$0.25","Tue Jan 21 22:16:43 PST 2020","6","BatchId:3897653;OriginalHitTemplateId:928390905;","600","259200","Tue Jan 28 22:16:43 PST 2020","","","3MH9DQ757WBXQHO7XPU80ZPWDDJGUN","A1XBVNMQLREX5A","Submitted","Tue Jan 21 22:27:24 PST 2020","Tue Jan 21 22:30:01 PST 2020","Fri Jan 24 22:30:01 PST 2020","","","","157","0% (0/0)","0% (0/0)","0% (0/0)","From that time on the parish priest began to show the signs of senaility that would lead him to say years later that the devil had probably won his rebellion against God, and that he was the one who sat on the heavenly throne, without revealing his true identity in order to trap the unwary. ","Arcadio took her by the waist with his tremendous hereditary strength and he felt the world disappear with the contact of her skin.","3 - possibly"
"3CVBMEMMXAF66I9TELEDNNRSEAIH73","3QMCR5SRRUUFCQ5IL944JRO9KYP4GG","How likely are the two texts from the same book?","If you had to guess, how likely is it that the two quotes came from the same book?","meaning, semantic, similarity, text","$0.25","Tue Jan 21 22:16:43 PST 2020","6","BatchId:3897653;OriginalHitTemplateId:928390905;","600","259200","Tue Jan 28 22:16:43 PST 2020","","","3OE22WJIGINO36IL0LZKUDTYJ0RUQV","A1EVVBDX9ZC9E4","Submitted","Tue Jan 21 22:27:24 PST 2020","Tue Jan 21 22:27:57 PST 2020","Fri Jan 24 22:27:57 PST 2020","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","From that time on the parish priest began to show the signs of senaility that would lead him to say years later that the devil had probably won his rebellion against God, and that he was the one who sat on the heavenly throne, without revealing his true identity in order to trap the unwary. ","Arcadio took her by the waist with his tremendous hereditary strength and he felt the world disappear with the contact of her skin.","4"
"3CVBMEMMXAF66I9TELEDNNRSEAIH73","3QMCR5SRRUUFCQ5IL944JRO9KYP4GG","How likely are the two texts from the same book?","If you had to guess, how likely is it that the two quotes came from the same book?","meaning, semantic, similarity, text","$0.25","Tue Jan 21 22:16:43 PST 2020","6","BatchId:3897653;OriginalHitTemplateId:928390905;","600","259200","Tue Jan 28 22:16:43 PST 2020","","","3OUYGIZWR7XNN85Q216B51FHYF1P0W","A2UC4H3EHIMWGC","Submitted","Tue Jan 21 22:27:37 PST 2020","Tue Jan 21 22:32:33 PST 2020","Fri Jan 24 22:32:33 PST 2020","","","","296","0% (0/0)","0% (0/0)","0% (0/0)","From that time on the parish priest began to show the signs of senaility that would lead him to say years later that the devil had probably won his rebellion against God, and that he was the one who sat on the heavenly throne, without revealing his true identity in order to trap the unwary. ","Arcadio took her by the waist with his tremendous hereditary strength and he felt the world disappear with the contact of her skin.","1 - no"
"3CVBMEMMXAF66I9TELEDNNRSEAIH73","3QMCR5SRRUUFCQ5IL944JRO9KYP4GG","How likely are the two texts from the same book?","If you had to guess, how likely is it that the two quotes came from the same book?","meaning, semantic, similarity, text","$0.25","Tue Jan 21 22:16:43 PST 2020","6","BatchId:3897653;OriginalHitTemplateId:928390905;","600","259200","Tue Jan 28 22:16:43 PST 2020","","","3TXWC2NHNZP2WU9VUETYTHLLO32S9R","A2E3VF3QUEHB8P","Submitted","Tue Jan 21 22:17:29 PST 2020","Tue Jan 21 22:20:49 PST 2020","Fri Jan 24 22:20:49 PST 2020","","","","200","0% (0/0)","0% (0/0)","0% (0/0)","From that time on the parish priest began to show the signs of senaility that would lead him to say years later that the devil had probably won his rebellion against God, and that he was the one who sat on the heavenly throne, without revealing his true identity in order to trap the unwary. ","Arcadio took her by the waist with his tremendous hereditary strength and he felt the world disappear with the contact of her skin.","4"
"3LCXHSGDLS5G562JCN4IXBQB983ES7","3QMCR5SRRUUFCQ5IL944JRO9KYP4GG","How likely are the two texts from the same book?","If you had to guess, how likely is it that the two quotes came from the same book?","meaning, semantic, similarity, text","$0.25","Tue Jan 21 22:16:43 PST 2020","6","BatchId:3897653;OriginalHitTemplateId:928390905;","600","259200","Tue Jan 28 22:16:43 PST 2020","","","30H4UDGLT2HKQMCXR6T93YMU1I2MP4","A14RSR2QD71N3B","Submitted","Tue Jan 21 22:16:52 PST 2020","Tue Jan 21 22:23:23 PST 2020","Fri Jan 24 22:23:23 PST 2020","","","","391","0% (0/0)","0% (0/0)","0% (0/0)","It was the day after Christmas and a gray sky bellied over us, fat with snow. ","I wanted to crawl in between those black lines of print, the way you crawl through a fence, and go to sleep under that beautiful big green fig-tree. ","5 - definitely"
"3LCXHSGDLS5G562JCN4IXBQB983ES7","3QMCR5SRRUUFCQ5IL944JRO9KYP4GG","How likely are the two texts from the same book?","If you had to guess, how likely is it that the two quotes came from the same book?","meaning, semantic, similarity, text","$0.25","Tue Jan 21 22:16:43 PST 2020","6","BatchId:3897653;OriginalHitTemplateId:928390905;","600","259200","Tue Jan 28 22:16:43 PST 2020","","","30JNVC0OR9JJYKC10MSLBY48PSPHQH","AP9TUT1V7MGAG","Submitted","Tue Jan 21 22:17:40 PST 2020","Tue Jan 21 22:26:07 PST 2020","Fri Jan 24 22:26:07 PST 2020","","","","507","0% (0/0)","0% (0/0)","0% (0/0)","It was the day after Christmas and a gray sky bellied over us, fat with snow. ","I wanted to crawl in between those black lines of print, the way you crawl through a fence, and go to sleep under that beautiful big green fig-tree. ","3 - possibly"
"3LCXHSGDLS5G562JCN4IXBQB983ES7","3QMCR5SRRUUFCQ5IL944JRO9KYP4GG","How likely are the two texts from the same book?","If you had to guess, how likely is it that the two quotes came from the same book?","meaning, semantic, similarity, text","$0.25","Tue Jan 21 22:16:43 PST 2020","6","BatchId:3897653;OriginalHitTemplateId:928390905;","600","259200","Tue Jan 28 22:16:43 PST 2020","","","37Q970SNZE7K7P60Q1E5EB32QRES1I","AJ1VZT72SEBR1","Submitted","Tue Jan 21 22:38:17 PST 2020","Tue Jan 21 22:41:43 PST 2020","Fri Jan 24 22:41:43 PST 2020","","","","206","0% (0/0)","0% (0/0)","0% (0/0)","It was the day after Christmas and a gray sky bellied over us, fat with snow. ","I wanted to crawl in between those black lines of print, the way you crawl through a fence, and go to sleep under that beautiful big green fig-tree. ","4"
"3LCXHSGDLS5G562JCN4IXBQB983ES7","3QMCR5SRRUUFCQ5IL944JRO9KYP4GG","How likely are the two texts from the same book?","If you had to guess, how likely is it that the two quotes came from the same book?","meaning, semantic, similarity, text","$0.25","Tue Jan 21 22:16:43 PST 2020","6","BatchId:3897653;OriginalHitTemplateId:928390905;","600","259200","Tue Jan 28 22:16:43 PST 2020","","","3H7XDTSHKCQAILDCSP99INATYTUGWM","A2E3VF3QUEHB8P","Submitted","Tue Jan 21 22:32:17 PST 2020","Tue Jan 21 22:33:46 PST 2020","Fri Jan 24 22:33:46 PST 2020","","","","89","0% (0/0)","0% (0/0)","0% (0/0)","It was the day after Christmas and a gray sky bellied over us, fat with snow. ","I wanted to crawl in between those black lines of print, the way you crawl through a fence, and go to sleep under that beautiful big green fig-tree. ","3 - possibly"
"3LCXHSGDLS5G562JCN4IXBQB983ES7","3QMCR5SRRUUFCQ5IL944JRO9KYP4GG","How likely are the two texts from the same book?","If you had to guess, how likely is it that the two quotes came from the same book?","meaning, semantic, similarity, text","$0.25","Tue Jan 21 22:16:43 PST 2020","6","BatchId:3897653;OriginalHitTemplateId:928390905;","600","259200","Tue Jan 28 22:16:43 PST 2020","","","3R9WASFE2ZF8YGMMSSNYZ64ZEGXZFV","A1U5NR84VYXCUT","Submitted","Tue Jan 21 22:27:37 PST 2020","Tue Jan 21 22:30:16 PST 2020","Fri Jan 24 22:30:16 PST 2020","","","","159","0% (0/0)","0% (0/0)","0% (0/0)","It was the day after Christmas and a gray sky bellied over us, fat with snow. ","I wanted to crawl in between those black lines of print, the way you crawl through a fence, and go to sleep under that beautiful big green fig-tree. ","2"
"3LCXHSGDLS5G562JCN4IXBQB983ES7","3QMCR5SRRUUFCQ5IL944JRO9KYP4GG","How likely are the two texts from the same book?","If you had to guess, how likely is it that the two quotes came from the same book?","meaning, semantic, similarity, text","$0.25","Tue Jan 21 22:16:43 PST 2020","6","BatchId:3897653;OriginalHitTemplateId:928390905;","600","259200","Tue Jan 28 22:16:43 PST 2020","","","3XM0HYN6NKYMEYKKA85QQQHLSGBPEI","A2YQOUXXSSHJ3V","Submitted","Tue Jan 21 22:27:01 PST 2020","Tue Jan 21 22:28:57 PST 2020","Fri Jan 24 22:28:57 PST 2020","","","","116","0% (0/0)","0% (0/0)","0% (0/0)","It was the day after Christmas and a gray sky bellied over us, fat with snow. ","I wanted to crawl in between those black lines of print, the way you crawl through a fence, and go to sleep under that beautiful big green fig-tree. ","3 - possibly"
"3H781YYV6SHHK6FY1N987GMXBRHETW","3QMCR5SRRUUFCQ5IL944JRO9KYP4GG","How likely are the two texts from the same book?","If you had to guess, how likely is it that the two quotes came from the same book?","meaning, semantic, similarity, text","$0.25","Tue Jan 21 22:16:43 PST 2020","6","BatchId:3897653;OriginalHitTemplateId:928390905;","600","259200","Tue Jan 28 22:16:43 PST 2020","","","33PPUNGG384516RVJNNSGVIIH48RZI","A8WLCSZLNZ8BL","Submitted","Tue Jan 21 22:16:49 PST 2020","Tue Jan 21 22:25:20 PST 2020","Fri Jan 24 22:25:20 PST 2020","","","","511","0% (0/0)","0% (0/0)","0% (0/0)","Perhaps a lunatic was simply a minority of one.","Be strong, saith my heart; I am a soldier; I have seen worse sights than this.","3 - possibly"
"3H781YYV6SHHK6FY1N987GMXBRHETW","3QMCR5SRRUUFCQ5IL944JRO9KYP4GG","How likely are the two texts from the same book?","If you had to guess, how likely is it that the two quotes came from the same book?","meaning, semantic, similarity, text","$0.25","Tue Jan 21 22:16:43 PST 2020","6","BatchId:3897653;OriginalHitTemplateId:928390905;","600","259200","Tue Jan 28 22:16:43 PST 2020","","","34QN5IT0TZQ2HG69GK40JFKR95208O","A2E3VF3QUEHB8P","Submitted","Tue Jan 21 22:20:35 PST 2020","Tue Jan 21 22:22:13 PST 2020","Fri Jan 24 22:22:13 PST 2020","","","","98","0% (0/0)","0% (0/0)","0% (0/0)","Perhaps a lunatic was simply a minority of one.","Be strong, saith my heart; I am a soldier; I have seen worse sights than this.","4"
"3H781YYV6SHHK6FY1N987GMXBRHETW","3QMCR5SRRUUFCQ5IL944JRO9KYP4GG","How likely are the two texts from the same book?","If you had to guess, how likely is it that the two quotes came from the same book?","meaning, semantic, similarity, text","$0.25","Tue Jan 21 22:16:43 PST 2020","6","BatchId:3897653;OriginalHitTemplateId:928390905;","600","259200","Tue Jan 28 22:16:43 PST 2020","","","37M28K1J0QCN2A0AZQYKXB5IY27AJ8","A25V8COGRZZ0WZ","Submitted","Tue Jan 21 22:27:02 PST 2020","Tue Jan 21 22:32:32 PST 2020","Fri Jan 24 22:32:32 PST 2020","","","","330","0% (0/0)","0% (0/0)","0% (0/0)","Perhaps a lunatic was simply a minority of one.","Be strong, saith my heart; I am a soldier; I have seen worse sights than this.","1 - no"
"3H781YYV6SHHK6FY1N987GMXBRHETW","3QMCR5SRRUUFCQ5IL944JRO9KYP4GG","How likely are the two texts from the same book?","If you had to guess, how likely is it that the two quotes came from the same book?","meaning, semantic, similarity, text","$0.25","Tue Jan 21 22:16:43 PST 2020","6","BatchId:3897653;OriginalHitTemplateId:928390905;","600","259200","Tue Jan 28 22:16:43 PST 2020","","","386PBUZZXFW4YTREWHNA6PLTSE7JL0","A1XBVNMQLREX5A","Submitted","Tue Jan 21 22:27:37 PST 2020","Tue Jan 21 22:31:03 PST 2020","Fri Jan 24 22:31:03 PST 2020","","","","206","0% (0/0)","0% (0/0)","0% (0/0)","Perhaps a lunatic was simply a minority of one.","Be strong, saith my heart; I am a soldier; I have seen worse sights than this.","4"
"3H781YYV6SHHK6FY1N987GMXBRHETW","3QMCR5SRRUUFCQ5IL944JRO9KYP4GG","How likely are the two texts from the same book?","If you had to guess, how likely is it that the two quotes came from the same book?","meaning, semantic, similarity, text","$0.25","Tue Jan 21 22:16:43 PST 2020","6","BatchId:3897653;OriginalHitTemplateId:928390905;","600","259200","Tue Jan 28 22:16:43 PST 2020","","","3OONKJ5DKCI6MVWZLHQL0I6AFE3BOO","A20NUGCPGHLZGD","Submitted","Tue Jan 21 22:27:58 PST 2020","Tue Jan 21 22:30:05 PST 2020","Fri Jan 24 22:30:05 PST 2020","","","","127","0% (0/0)","0% (0/0)","0% (0/0)","Perhaps a lunatic was simply a minority of one.","Be strong, saith my heart; I am a soldier; I have seen worse sights than this.","3 - possibly"
"3H781YYV6SHHK6FY1N987GMXBRHETW","3QMCR5SRRUUFCQ5IL944JRO9KYP4GG","How likely are the two texts from the same book?","If you had to guess, how likely is it that the two quotes came from the same book?","meaning, semantic, similarity, text","$0.25","Tue Jan 21 22:16:43 PST 2020","6","BatchId:3897653;OriginalHitTemplateId:928390905;","600","259200","Tue Jan 28 22:16:43 PST 2020","","","3RGU30DZTA7O4B9ZWTOP620ISJXJM2","A3I7ZBU31VKOMC","Submitted","Tue Jan 21 22:27:37 PST 2020","Tue Jan 21 22:30:23 PST 2020","Fri Jan 24 22:30:23 PST 2020","","","","166","0% (0/0)","0% (0/0)","0% (0/0)","Perhaps a lunatic was simply a minority of one.","Be strong, saith my heart; I am a soldier; I have seen worse sights than this.","1 - no"